_id,FID,DISPFACREG,FNAME,ONAME,FADDR,FMOO,FSOI,FROAD,FTUMNAME,FAMPNAME,FPROVNAME,OBJECT,STATUS,LAT,LNG,Last_update
10105,20130000925538,จ3-8(1)-9/53ปท,บริษัท ศิริชิน จำกัด,บริษัท ศิริชิน จำกัด,29/10,2,-,-,บึงทองหลาง,ลำลูกกา,ปทุมธานี,ผลิตเครื่องดื่มจากน้ำผลไม้,ดำเนินกิจการ,14.00694,100.83859,2023-04-18 21:00:05.000
10106,20140001025543,จ2-28(1)-10/54อย,ห้างหุ้นส่วนจำกัด อิ่มสุข คัตติ้ง,ห้างหุ้นส่วนจำกัด อิ่มสุข คัดติ้ง,58/74,7,-,-,หันตรา,พระนครศรีอยุธยา,พระนครศรีอยุธยา,เย็บชุดชั้นในสตรี,ดำเนินกิจการ,14.3733,100.582883333333,2023-04-18 21:00:05.000
10107,20110301025543,จ3-70-10/54สป,บริษัท รินไน (ประเทศไทย) จำกัด,บริษัท รินไน (ประเทศไทย) จำกัด,37/383,3,ไกรศักดาวัฒน์,เทพารักษ์,บางปลา,บางพลี,สมุทรปราการ,ผลิตประกอบเตาแก๊ส เครื่องทำน้ำอุ่น และชิ้นส่วนอุปกรณ์,ดำเนินกิจการ,13.57264,100.728789,2023-04-18 21:00:05.000
10108,10740002125531,3-59-21/53สค,บริษัท อาร์.ที.เอส.สตีล ซัพพลายเออร์ จำกัด,บริษัท อาร์.ที.เอส.สตีล ซัพพลายเออร์ จำกัด,4/6,4,-,เอกชัย,คอกกระบือ,เมืองสมุทรสาคร,สมุทรสาคร,ผลิตเหล็กเส้นเสริมคอนกรีต,ดำเนินกิจการ,13.6095166666667,100.339133333333,2023-04-18 21:00:05.000
10109,10170002425543,3-105-24/54สห,บริษัท เจ.เอส.อินเตอร์เนชั่นแนล พลาสติก จำกัด,บริษัท เจ.เอส.อินเตอร์เนชั่นแนล พลาสติก จำกัด,108,9,-,-,ทองเอน,อินทร์บุรี,สิงห์บุรี,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย บดย่อยพลาสติก พลาสติกเคลือบผิวโลหะและอัดเศษกระดาษ,ดำเนินกิจการ,15.031732424505,100.369335565193,2023-04-18 21:00:05.000
10110,20190005625533,จ3-34(1)-56/53สบ,NULL,นายชาลี ดีชาติ,โฉนดที่ดินเลขที่ 25238,1,-,-,นายาว,พระพุทธบาท,สระบุรี,เลื่อย ไส ซอย เซาะร่อง ทำวงกบ ขอบประตู-หน้าต่าง,ดำเนินกิจการ,14.7539895849699,100.7543925861,2023-04-18 21:00:05.000
10111,20740200925532,จ3-64(14)-9/53สค,NULL,บริษัท เพชรเจริญ อลูมิเนียม จำกัด,128,2,NULL,เอกชัย,บางน้ำจืด,เมืองสมุทรสาคร,สมุทรสาคร,ผลิตภัณฑ์เกี่ยวกับโลหะ เช่น ชิ้นส่วนโคมไฟ อุปกรณ์เครื่องจักรและหลอมโลหะ,ดำเนินกิจการ,13.6054666666667,100.345883333333,2023-04-18 21:00:05.000
10112,10130400125541,3-101-1/54ปท,บริษัท โออิชิ เทรดดิ้ง จำกัด,บริษัท โออิชิ เทรดดิ้ง จำกัด,60/1120,19,-,พหลโยธิน,คลองหนึ่ง,คลองหลวง,ปทุมธานี,"โรงงานปรับคุณภาพของเสียรวม ได้ 3,000 ลูกบาศก์เมตรต่อวัน",ดำเนินกิจการ,14.111831,100.593882,2023-04-18 21:00:05.000
10113,20730007125535,จ3-14-71/53นฐ,บริษัท เย็นจัง จำกัด,บริษัท เย็นจัง จำกัด,NULL,3,NULL,NULL,ศาลายา,พุทธมณฑล,นครปฐม,ผลิตน้ำแข็งก้อนเล็ก,ดำเนินกิจการ,13.8089143874596,100.310243306181,2023-04-18 21:00:05.000
10114,20660000525540,จ3-9(1)-5/54พจ,บริษัท พีซีไร้ซ จำกัด,บริษัท พีซีไร้ซ จำกัด,231/3,1,NULL,เทศบาล 17,บ้านบุ่ง,เมืองพิจิตร,พิจิตร,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 165 เกวียน/วัน,ดำเนินกิจการ,16.392644,100.386611,2023-04-18 21:00:05.000
10115,20660000425543,จ3-2(1)-4/54พจ,บริษัท พี ซี ไร้ซ จำกัด,บริษัท พี ซี ไร้ซ จำกัด,231/1,1,NULL,เทศบาล 17,บ้านบุ่ง,เมืองพิจิตร,พิจิตร,อบข้าวเปลือก,ดำเนินกิจการ,16.37927,100.42955,2023-04-18 21:00:05.000
10116,20120014125530,จ3-95(1)-141/53นบ,นายกฤษฎา พรธนโชค,นายกฤษฎา พรธนโชค,9/1,NULL,ติวานนท์ 43,ติวานนท์,ท่าทราย,เมืองนนทบุรี,นนทบุรี,ซ่อม-พ่นสีรถยนต์,ดำเนินกิจการ,13.886307,100.510849,2023-04-18 21:00:05.000
10117,10140000325532,3-54-3/53อย,บริษัท อยุธยากล๊าส อินดัสทรี จำกัด,บริษัท อยุธยากล๊าส อินดัสทรี จำกัด,55,3,สวนอุตสาหกรรมโรจนะ (เฟส 8),สามบัณฑิต,สามบัณฑิต,อุทัย,พระนครศรีอยุธยา,"ผลิตขวดแก้ว, บรรจุภัณฑ์ที่ทำจากแก้ว",ดำเนินกิจการ,14.343148,100.691935,2023-04-18 21:00:05.000
10118,120100125356,ศ3-13(2)-1/35นบ,บริษัท ไทยมิรินฟูด จำกัด,บริษัท ไทยมิรินฟูด จำกัด,95,5,-,บางเลน-ลาดหลุมแก้ว,ราษฎร์นิยม,ไทรน้อย,นนทบุรี,ผลิตซ๊อสปรุงรสอาหาร,ดำเนินกิจการ,14.0265,100.341966666667,2023-04-18 21:00:05.000
10119,82020100125466,น.39-1/2546-นนป.,บริษัท แม แม อินดัสเตรียล จำกัด,บริษัท แม แม อินดัสเตรียล จำกัด,635/1,2,6A,สุขุมวิท,บางปูใหม่,เมืองสมุทรปราการ,สมุทรปราการ,ผลิตกล่องกระดาษ สติ๊กเกอร์ ป้ายแขวน และงานพิมพ์ทุกชนิด,ดำเนินกิจการ,13.5411949860847,100.662076810417,2023-01-04 09:57:07.000
10120,10120300125360,3-68-1/36นบ,บริษัท วีเหลี่ยม หว่อง กรุ๊ป จำกัด,บริษัท วีเหลี่ยม หว่อง กรุ๊ป จำกัด,35/1,3,NULL,บางบัวทอง-สุพรรณบุรี,ไทรใหญ่,ไทรน้อย,นนทบุรี,ผลิตและประกอบเครื่องจักรใช้ในการผลิตซีเมนต์ กระดาษ การทำเหมื,ดำเนินกิจการ,14.0870166666667,100.310266666667,2023-04-18 21:00:05.000
10121,20120400225373,จ3-77(1)-2/37นบ,เส็ง คอร์ปอเรชั่น,นายทัศน์ไชย ศันสนะพิทยากร,68/9,13,วัดปรางค์หลวง,ตลิ่งชัน-สุพรรณบุรี,บางม่วง,บางใหญ่,นนทบุรี,ต่อกระบะรถยนต์บรรทุก รถพ่วง รถเซมิเทรลเลอร์,ดำเนินกิจการ,13.83775,100.417,2023-04-18 21:00:05.000
