name,category,lat,lon,dist_nearest_station_km
บริษัท โรงโม่หินทรัพย์ทวีสิน จำกัด,Cement/Quarry/Stone,14.709673259822,100.8910514375,3.350812415188614
,Other manufacturing,14.72197,100.90535,5.38658595764661
บ่อลูกรังทอง,Other manufacturing,14.71176,100.91318,5.285129021768838
โรงเลื่อยจักรหน้าพระลาน,Other manufacturing,14.68556,100.8732,0.1330152229938951
บริษัท ไมล์สโตน คอนสตรัคชัน จำกัด,Cement/Quarry/Stone,14.69248,100.89633,2.719736081831957
บริษัท ทองอินทร์ การโยธา 2019 จำกัด,Cement/Quarry/Stone,14.7091241698142,100.8732453954,2.5933438929344312
บริษัท ส.สุคนธชาติ จำกัด,Cement/Quarry/Stone,14.608100384231,100.8944791054,8.975523843441751
บริษัท ที.ดี.ดี. ก่อสร้าง จำกัด,Cement/Quarry/Stone,14.5310795338882,100.9057461535,2.2477409380213764
บริษัท ไลม์มาสเตอร์ จำกัด,Cement/Quarry/Stone,14.70395,100.89033,2.819029655679804
สัมพันธ์,Cement/Quarry/Stone,14.70093,100.85219,2.7122430538190985
ห้างหุ้นส่วนจำกัด ศรีแสงไทย สระบุรี,Cement/Quarry/Stone,14.70893,100.90633,4.498124502972964
บริษัท ทิพย์เคมี จำกัด ,Cement/Quarry/Stone,14.69557,100.87852,1.2902176847978677
บริษัท สยาม พี.พี. อินเตอร์เนชั่นแนล จำกัด,Cement/Quarry/Stone,14.708796,100.907955,4.634461687766011
ห้างหุ้นส่วนจำกัด โกวิทปูนขาว,Cement/Quarry/Stone,14.69329,100.86878,0.89844147982966
บริษัท แอลไพน์ คอนกรีต โปรดักท์ จำกัด,Cement/Quarry/Stone,14.70745,100.90751,4.513144059333511
บริษัท ซีวิลเอนจิเนียริ่ง จำกัด,Cement/Quarry/Stone,14.73701,100.90966,6.985109782710506
บริษัท กิจธนาทรัพย์ จำกัด,Cement/Quarry/Stone,14.70574,100.89603,3.403267939441183
บริษัท สระบุรีหัตถกรรมหินอ่อน จำกัด,Other manufacturing,14.67663,100.87003,1.0449489427354572
บริษัท ธวัชชัยหินอ่อน สระบุรี จำกัด,Cement/Quarry/Stone,14.5629053295876,100.9158162142,4.212030398203546
โรงงานหินอ่อนสระบุรี,Other manufacturing,14.69013,100.87831,0.8303795249659774
บริษัท ทีซีเอ นอนเฟอรัส เมทัล จำกัด,Other manufacturing,14.69962,100.9283,6.2470217423745344
อู่หน้าพระลานดีเซล,Other manufacturing,14.69225,100.87089,0.7233866424462939
พูนธนะกลการ,Cement/Quarry/Stone,14.69918,100.8629,1.7775796048766566
บริษัท บี.ซี.ไอ.กรุ๊ป จำกัด,Other manufacturing,14.70391,100.89376,3.085472369175163
บริษัท ซีวิลเอนจิเนียริง จำกัด (มหาชน),Other manufacturing,14.73687,100.90945,6.959336937173679
บริษัท ซี.อี.ซีอินดัสเตรียล จำกัด,Other manufacturing,14.73693,100.90958,6.972873857244811
บริษัท สระบุรีทรัคเซลส์ จำกัด,Other manufacturing,14.70406,100.84963,3.145600639507363
บริษัท แอล.ดี.ซี.ทราฟฟิค จำกัด,Other manufacturing,14.6918491,100.8007959,7.687498326551904
บริษัท กูรู มิล จำกัด,Waste/Recycling,14.7002296,100.9112279,4.51317978600532
,Other manufacturing,14.68936,100.86611,0.7447363274233462
ยิ่งเจริญค้าเหล็ก,Other manufacturing,14.69125,100.86805,0.7368597895672657
บริษัท ไพโร เอนเนอร์ยี่ จำกัด,Waste/Recycling,14.697825,100.928413,6.212954549410889
ห้างหุ้นส่วนจำกัด พรพัฒน์ เทรดดิ้ง,Other manufacturing,14.6826435,100.8540351,1.9642122258901455
ห้างหุ้นส่วนจำกัด โรงน้ำแข็งแก่งคอย,Other manufacturing,14.59263,100.99794,10.686256019732756
ห้างหุ้นส่วนจำกัด ยุทธวัฒน์การช่าง,Cement/Quarry/Stone,14.5761,100.99591,9.335407210918738
บริษัท สุรชา สตีลเวิร์ค (1999) จำกัด,Other manufacturing,14.58324,101.00507,10.600046969207192
ห้างหุ้นส่วนจำกัด พรรณฑูรย์การช่าง,Other manufacturing,14.58753,101.00123,10.57185360854144
บริษัท ปิยะพรอินเตอร์เอโกรโลยี จำกัด,Other manufacturing,14.58529,101.08295,18.11430155501758
บ่อดินดาวน้อย,Other manufacturing,14.6184,101.09983,21.320217792038925
บริษัท ชาติอัจฉรา จำกัด,Other manufacturing,14.60111,101.11022,21.49402059765012
บริษัท ชาติอัจฉรา จำกัด,Other manufacturing,14.60132,101.11074,21.55465147996976
,Other manufacturing,14.62403,101.10726,22.32259170455309
,Other manufacturing,14.58153,101.1355,23.363070176656645
,Other manufacturing,14.58153,101.13552,23.36514714200816
บริษัท ทีพีไอ โพลีน ชีวะอินทรีย์ จำกัด,Other manufacturing,14.629258,101.102561,22.176313247151917
บริษัท ทรูรีเเฟลคเตอร์ จำกัด,Other manufacturing,14.59501,101.04346,14.764090924950075
องค์การเภสัชกรรม (โรงงานผลิต(วัคซีน)ชีววัตถุ),Other manufacturing,14.5899061,101.0777881,17.794946696460674
โรงงานเก็บและบดถ่านหิน ลิกไนท์ บริษัท ปูนซีเมนต์นครหลวง จำกัด,Cement/Quarry/Stone,14.626945,101.087516,20.66598024915017
บริษัท เอ็ม ยู ไอ รับเบอร์ เบลท์ จำกัด,Other manufacturing,14.58106,101.04614,14.285659639806084
บริษัท เอส.อาร์.พี.อินดัสทรี่ จำกัด,Other manufacturing,14.59324,101.03517,13.90181039929805
บริษัท สตาร์ บีด อินดันทรี่ จำกัด,Other manufacturing,14.59471,101.04336,14.73765311717671
โรงงานบริษัท ปูนซีเมนต์นครหลวง จำกัด (มหาชน),Cement/Quarry/Stone,14.627088,101.087043,20.63182298909468
โรงงานปูนซีเมนต์บริษัท ทีพีไอ โพลีน จำกัด (มหาชน) (โรงที่ 4),Cement/Quarry/Stone,14.63929,101.13155,25.432134735824388
ปูนซิเมนต์บริษัท ทีพีไอ โพลีน จำกัด (มหาชน) โรงที่ 3,Cement/Quarry/Stone,14.63634,101.11393,23.630433023003352
บริษัท ปูนซีเมนต์นครหลวง จำกัด (มหาชน),Cement/Quarry/Stone,14.629478,101.099329,21.89192057060686
บริษัท ทีพีไอ โพลีน จำกัด (มหาชน),Cement/Quarry/Stone,14.63634,101.11392,23.62951226439399
บริษัท เคมีแมน จำกัด (มหาชน),Cement/Quarry/Stone,14.59008,101.12309,22.35963233426726
บริษัท เอส.อาร์.พี.ทราฟฟิค จำกัด,Cement/Quarry/Stone,14.59326,101.03517,13.903000043945273
บริษัท ทีพีไอ โพลีน จำกัด (มหาชน),Cement/Quarry/Stone,14.63848,101.12771,25.028676831814423
โรงงานผลิตปูนซีเมนต์สำเร็จรูป (มอร์ต้า),Cement/Quarry/Stone,14.626179,101.099181,21.688441119179924
บริษัท ทีพีไอ โพลีน จำกัด (มหาชน),Cement/Quarry/Stone,14.63627,101.11389,23.622724317506385
บริษัท ไทยเกษมแกรนิต จำกัด,Other manufacturing,14.59339,101.03322,13.734017920486629
ช.การช่าง,Other manufacturing,14.60888,101.06844,17.862419988759243
บริษัท ซันไชน์ เอนจิเนียริ่ง แอนด์ คอนสตรัคชั่น จำกัด,Cement/Quarry/Stone,14.5936,101.0444,14.770807371654788
ห้างหุ้นส่วนจำกัด นิธิกร เอ็นจิเนียริ่ง,Cement/Quarry/Stone,14.59739,101.04447,14.99489791611239
บริษัท จีไอ วีซีเค จำกัด,Other manufacturing,14.578547,101.085164,18.082434590932888
บริษัท ทีพีไอ โพลีน เพาเวอร์ จำกัด (มหาชน),Power/Energy,14.5894014532301,100.9949495953,10.205720196000364
บริษัท สยามซิตี้ พาวเวอร์ จำกัด,Power/Energy,14.571413,100.9698016,6.876989291085343
บริษัท สยามซิตี้ พาวเวอร์ จำกัด,Cement/Quarry/Stone,14.571413,100.9698016,6.876989291085343
พงศ์ศิริห้องเย็น,Other manufacturing,14.61023,101.07008,18.090966091340157
บริษัท อีซูซุสงวนไทยสระบุรี จำกัด,Other manufacturing,14.4732599,100.8330852,11.61865340165561
บริษัท ทีพีไอโพลีน จำกัด (มหาชน),Cement/Quarry/Stone,14.63632,101.11392,23.628361993212597
บริษัท ปูนซีเมนต์นครหลวง จำกัด (มหาชน),Cement/Quarry/Stone,14.627173,101.087935,20.71761001979116
บริษัท ปูนซิเมนต์นครหลวง จำกัด (มหาชน) โรงงาน 2,Cement/Quarry/Stone,14.629362,101.099359,21.88792152137601
บริษัท ปูนซิเมนต์นครหลวง จำกัด (มหาชน) โรงงาน 3,Cement/Quarry/Stone,14.632696,101.076938,20.08795769268133
บริษัท ทีพีไอ โพลีน เพาเวอร์ จำกัด (มหาชน),Other manufacturing,14.6420788709796,101.117647363,24.30514774276618
บริษัท พีเอส เพอร์เฟค อินเตอร์ กรุ๊ป จำกัด,Waste/Recycling,14.6012783,101.097541,20.25025528415016
นางนิตยา เดชบาล,Waste/Recycling,14.5881468073158,101.0769200304,17.632141970437075
บริษัท ทีพีไอ โพลีน จำกัด (มหาชน),Other manufacturing,14.636258,101.113922,23.62498131450902
บริษัท อินทรี อีโคไซเคิล จำกัด ,Waste/Recycling,14.635288,101.107666,22.99450441123617
บริษัท ซีพีเอฟ (ประเทศไทย) จำกัด (มหาชน),Other manufacturing,14.5754740520652,100.988656282425,8.674879498709016
บริษัท ซีพีเอฟ ฟู้ด แอนด์ เบฟเวอร์เรจ จำกัด,Other manufacturing,14.57173,100.98369,7.997545957878258
บริษัท ซีพีเอฟ ฟู้ด แอนด์ เบฟเวอร์เรจ จำกัด,Other manufacturing,14.57405,100.98871,8.580600844289885
รุ่งอรุณฟาร์ม,Other manufacturing,14.5746,100.99088,8.802503262077819
บริษัท อินเตอร์เนชั่นแนล เพ็ท ฟู้ด จำกัด,Other manufacturing,14.57405,100.98871,8.580600844289885
บริษัท ไทยเปอร์อ๊อกไซด์ จำกัด,Other manufacturing,14.56247,100.96898,6.1229502685718185
บริษัท อดิตยา เบอร์ล่า เคมีคัลส์ (ประเทศไทย) จำกัด(ซัลไฟท์ส ดีวิชั่น),Other manufacturing,14.56249,100.96901,6.1268460388981545
บริษัท ไทย อคริลิค ไฟเบอร์ จำกัด,Other manufacturing,14.56248,100.96901,6.12611670914067
บริษัท สหกิจวิศาล จำกัด,Other manufacturing,14.59194,100.98597,9.736273731171392
บริษัท โคห์เลอร์ (ประเทศไทย) จำกัด (มหาชน),Other manufacturing,14.58392,100.97183,8.078914471670377
บริษัท โคห์เลอร์ (ประเทศไทย) จำกัด (มหาชน),Other manufacturing,14.58392,100.97185,8.080227509672005
บริษัท เซรามิค รูฟฟิ่ง โปรดักส์ จำกัด,Other manufacturing,14.58388,100.97185,8.076704080334157
บริษัท แก่งคอยคอนกรีต จำกัด,Cement/Quarry/Stone,14.57613,100.99448,9.213896539556655
บริษัท สี่แสงการโยธา (1979) จำกัด,Cement/Quarry/Stone,14.5625,100.97443,6.578953657960748
บริษัท เอสดี คอนกรีต โปรดักท์ จำกัด,Cement/Quarry/Stone,14.53557,101.00786,8.865758657519402
บริษัท เมกกา ลิ้งซ์ จำกัด,Cement/Quarry/Stone,14.5475024563471,101.0061401449,8.936140727224133
ห้างหุ้นส่วนจำกัด จินตนา คอลกรีต บล๊อค,Cement/Quarry/Stone,14.5600916,101.0047874,9.268659703747964
บริษัท เอสดี คอนกรีต โปรดักส์ จำกัด,Cement/Quarry/Stone,14.5360771847583,101.0068746265,8.767190180535222
บริษัท วุฒิธรรมเอ็นจิเนียริ่ง จำกัด,Other manufacturing,14.547289,101.007256,9.045927192805612
บริษัท กรีน เยลโล โซล่าร์1 (ไทยแลนด์) จำกัด,Power/Energy,14.5806985999531,100.9817322564,8.511737047055108
บริษัท โตโยต้าสระบุรี จำกัด,Other manufacturing,14.583144,101.010742,11.089750366947952
ศรีสุขเซอร์วิส,Other manufacturing,14.58926,100.98985,9.802938753463897
บริษัท ซีพีเอฟ (ประเทศไทย) จำกัด (มหาชน),Other manufacturing,14.59021,100.9827,9.360051957090588
บริษัท เวสท์ รีโคเวอรี่ จำกัด,Waste/Recycling,14.5541,100.9806,6.633500991663854
บริษัท เวสท์ รีโคเวอรี่ จำกัด,Waste/Recycling,14.5541,100.9806,6.633500991663854
วิเชียร ศรีสวัสดิ์,Other manufacturing,14.529639111633,100.996700906,7.613976903861866
บริษัท ศิลาผาแดง จำกัด,Other manufacturing,14.49451,100.99787,8.50335015920802
บริษัท สี่พระยาเฟอร์นิเจอร์ จำกัด,Other manufacturing,14.522044202934,101.0082322965,8.859439990920448
บริษัท แปซิฟิคไพโร จำกัด,Other manufacturing,14.4738,101.01198,10.941438421716589
บริษัท อัสพรรณ เอ็กซ์โพลซีฟ จำกัด,Other manufacturing,14.46902,100.98995,9.37841924866624
ห้างหุ้นส่วนจำกัด แอล.เอช.พี.คอนสตรัคชั่น,Cement/Quarry/Stone,14.4636613608268,101.000916339,10.655722085069966
ห้างหุ้นส่วนจำกัด ปากช่อง เอส.พี.อินดัสทรี่,Cement/Quarry/Stone,14.52582,101.00172,8.145681157817762
บริษัท เบตเตอร์ เวิลด์ กรีน จำกัด (มหาชน),Waste/Recycling,14.462144,100.989997,9.91752467693592
ห้างหุ้นส่วนจำกัด ช.โชควิวัฒน์,Waste/Recycling,14.5238637,100.9929995,7.2120981819775904
บริษัท เบตเตอร์ เวิลด์ กรีน จำกัด (มหาชน),Waste/Recycling,14.46337,100.99152,9.935479045946552
ห้างหุ้นส่วนจำกัด ช.โชควิวัฒน์,Other manufacturing,14.5238637,100.9929995,7.2120981819775904
บริษัท อัลเมกา ศูนย์แห่งความเป็นเลิศ จำกัด,Other manufacturing,14.6819847434612,101.0536656477,19.545650331422387
บูรณะชีพ,Other manufacturing,14.69189,100.97075,10.643385209764014
-,Other manufacturing,14.69189,100.97075,10.643385209764014
หินซ้อนพืชผล,Other manufacturing,14.748350302601,101.0463834034,20.00169655134255
บริษัท มาบุญครองศิริชัย 25 มาร์เก็ตติ้ง จำกัด,Other manufacturing,14.7721285,101.0254853,19.09284660266424
บริษัท นูมพัฒน์ จำกัด,Other manufacturing,14.7720107,101.0255007,19.087702981527134
บริษัท ภูมิใจไทยซีเมนต์ จำกัด,Cement/Quarry/Stone,14.73712,101.0374,18.68089589743292
ห้างหุ้นส่วนจำกัด มนัฐวุฒิ คอนสตรัคชั่น,Other manufacturing,14.6395595244039,101.0071931271,15.321209806437604
บริษัท นูตริเคมส์ จำกัด,Other manufacturing,14.6229370039476,101.00176686759,13.482051227719404
บริษัท เพรซิเดนท์ สแครป (ประเทศไทย) จำกัด,Waste/Recycling,14.6267133,101.0087826,14.277102113445276
บริษัท ปูนซิเมนต์ไทย (แก่งคอย) จำกัด,Cement/Quarry/Stone,14.64004,101.03181,17.010890780106564
บริษัท สระบุรีวารีเทพ จำกัด,Other manufacturing,14.6094142,101.0098113,12.90693856424702
บริษัท สปัน ซิลค์ เวิลด์ จำกัด,Other manufacturing,14.596651,101.01389,12.267699142164137
บริษัท ปูนซิเมนต์ไทย (แก่งคอย) จำกัด,Cement/Quarry/Stone,14.64004,101.03181,17.010890780106564
บริษัท ปูนซิเมนต์ไทย (แก่งคอย)จำกัด,Cement/Quarry/Stone,14.647088,101.034599,17.796575278002972
บริษัท อุตสาหกรรมกระดูกสัตว์ จำกัด,Other manufacturing,14.58055,101.01771,11.561047389790533
บริษัท ค้าลซันสไตน์ จำกัด,Other manufacturing,14.59154,101.02896,13.237560699937427
บริษัท ปูนซีเมนต์ไทย (แก่งคอย) จำกัด,Cement/Quarry/Stone,14.64004,101.03181,17.010890780106564
บริษัท ยิปซั่ม ไฟเบอร์บอร์ด จำกัด,Other manufacturing,14.58612,101.03281,13.274471613810045
บริษัท ปูนซิเมนต์ไทย(แก่งคอย) จำกัด (โรงงานมอร์ตาร์แก่งคอย),Cement/Quarry/Stone,14.6434,101.03305,17.378438195854045
โรงงานคอนกรีตผสมเสร็จแก่งคอย,Cement/Quarry/Stone,14.60764,101.04205,15.413497703664785
หินกองซีเมนต์บล๊อกแก่งคอย,Cement/Quarry/Stone,14.58564,101.01533,11.653776029005666
หน่วยผลิตคอนกรีตผสมแก่งคอย,Cement/Quarry/Stone,14.6222378953989,101.0160389348,14.404604338620237
บริษัท กรุงธน-ไทยโปรดักส์ จำกัด,Cement/Quarry/Stone,14.621913,101.012459,14.121253394728742
บริษัท มายคอนกรีต จำกัด,Cement/Quarry/Stone,14.58879,101.02252,12.490840947331034
บริษัท เบอร์กโซ่ เมตัลส์ จำกัด,Other manufacturing,14.58362,101.01189,11.221477435737402
บริษัท คอสเปกซ์ จำกัด,Other manufacturing,14.58362,101.01189,11.221477435737402
บริษัท พีซีเจ อุตสาหกรรม จำกัด,Other manufacturing,14.61575,101.01189,13.571351351613757
ห้างหุ้นส่วนจำกัด ด.กิตติชัยการช่าง,Other manufacturing,14.59108,101.02791,13.11501943484352
บริษัท พี ซี เอ เอ็นจิเนียริ่ง จำกัด,Other manufacturing,14.61252,101.04607,16.08311772505885
บริษัท เจแปน ไฟน์ แบลงกิ้ง (ประเทศไทย) จำกัด,Other manufacturing,14.6337433,101.0212437,15.73435943173708
บริษัท เอสซีจี ซิเมนต์ จำกัด,Power/Energy,14.5894014532301,100.9949495953,10.205720196000364
บริษัท จึงกงเฮงอีซูซุ จำกัด,Other manufacturing,14.58808,101.02312,12.5010565124858
บริษัท ยูดี ทรัคส์ คอร์ปอเรชั่น (ประเทศไทย) จำกัด,Other manufacturing,14.588256,101.021369,12.354886428072357
บริษัท มิตซู สระบุรี มอเตอร์เซลส์ จำกัด,Other manufacturing,14.587686,101.019853,12.1841580831897
บริษัท จึงกงเฮงอีซูซุ จำกัด,Other manufacturing,14.607611,101.0129,13.00112948781957
บริษัท ปูนซิเมนต์ไทย (แก่งคอย) จำกัด,Cement/Quarry/Stone,14.64004,101.03181,17.010890780106564
บริษัท เอไอคิว เอ็นเนอร์ยี่ จำกัด (สหกรณ์การเกษตรเพื่อการตลาด ธกส.สระบุรี),Power/Energy,14.5894014532301,100.9949495953,10.205720196000364
บริษัท พรีคาส โปรดักส์ จำกัด,Cement/Quarry/Stone,14.401607,101.099416,23.25562900551474
บริษัท เจ้าคุณเกษตรพืชผล จำกัด,Other manufacturing,14.59912,101.0092,12.065427613174066
บริษัท เอส.ดี.พาเลทแอนด์เอ็นจิเนียริ่ง จำกัด,Other manufacturing,14.63749,100.98405,13.198391388961149
บริษัท ซันสตาร์ โซอิ้ง แมชชีน (ประเทศไทย) จำกัด,Other manufacturing,14.59455,100.97878,9.472614768736962
บริษัท ไทยทริดิไมท์ จำกัด,Other manufacturing,14.646817,100.961861,10.595816515104012
บริษัท เอ็น.แอล สยามฟิตติ้ง(2003) จำกัด,Other manufacturing,14.5990577,100.9923876,10.786629196841332
บริษัท ปูนขาวและแร่ จำกัด,Cement/Quarry/Stone,14.64135,100.96277,10.946139163621403
บริษัท ไทยเหอเฉิน มาร์เบิ้ล แอนด์ แกรนิตจำกัด,Other manufacturing,14.64392,100.96191,10.73654185701111
ทีเอสที กรุ๊ป,Other manufacturing,14.6479963,100.9637637,10.73076364475782
บริษัท เจ้าคุณเกษตรพืชผล จำกัด,Power/Energy,14.5992,101.00924,12.074586385059114
สองคอน,Other manufacturing,14.5946,101.005019,11.394862433992056
บริษัท ปูนขาวและแร่ จำกัด,Waste/Recycling,14.6354765268848,100.9498065646,10.070620337330576
ห้างหุ้นส่วนจำกัด พี.เอส.เอส.เปเปอร์,Other manufacturing,14.579919,100.9692513,7.557280736262206
บริษัท ส.บำรุง จำกัด,Other manufacturing,14.57763,100.96107,6.836028564878886
โรงไม้แก่งคอย,Other manufacturing,14.50482,101.02212,10.615133682625952
ห้างหุ้นส่วนจำกัด แคลเซียม คุณภาพ,Other manufacturing,14.5078525,101.0378882,12.21342763586436
บริษัท บี.เค.เค.เทอร์รัสซ่า จำกัด,Cement/Quarry/Stone,14.50948,101.01212,9.4531088178536
บริษัท อินฟินิทกรีน จำกัด,Power/Energy,14.4910317,101.0356354,12.433331693125544
บริษัท อินฟินิท กรีน จำกัด,Power/Energy,14.5560378060072,101.0759851652,16.472627598967552
บริษัท ทีเออาร์เอฟ จำกัด,Cement/Quarry/Stone,14.527193,101.010242,9.063249920128694
นายกัง บัวไหล,Other manufacturing,14.47548,101.06358,15.849243857308116
บริษัท พี พาวเวอร์ โปรเกรสชั่น เอนไวรอน จำกัด,Waste/Recycling,14.4454431943013,101.0621172445,17.190814801971346
บริษัท ประภาศิริ ออยล์ จำกัด,Waste/Recycling,14.4434986981417,101.0573950955,16.876791576848944
บริษัท ประภาศิริ ออยล์ จำกัด,Other manufacturing,14.4434986981417,101.0573950955,16.876791576848944
บริษัท พี พาวเวอร์ โปรเกรสชั่น เอนไวรอน จำกัด,Other manufacturing,14.4454431943013,101.0621172445,17.190814801971346
อ่างแก้วกิจเจริญ,Other manufacturing,14.34876,100.86546,20.796221152138337
ห้างหุ้นส่วนจำกัด โรงงานเส้นหมี่จึงคายเซ้งหนองแค,Other manufacturing,14.33574,100.86612,22.15479050233162
ไท้เฮง,Other manufacturing,14.72495,100.78841,9.98685573953471
เจริญชัยไอสครีม,Other manufacturing,14.33411,100.8716,22.16488999389674
โรงน้ำแข็งชลพัฒนา,Other manufacturing,14.3399,100.8578,21.99560496408888
บริษัท มิตรภาพน้ำดื่ม จำกัด,Other manufacturing,14.33962,100.85767,22.029629365230715
บริษัท มิตรภาพน้ำดื่ม จำกัด,Other manufacturing,14.33962,100.85767,22.029629365230715
บริษัท กุนธัต (ประเทศไทย) จำกัด,Other manufacturing,14.33952,100.85845,22.01219140627125
ห้างหุ้นส่วนจำกัด ปภังกร กลกิจ,Other manufacturing,14.3355647,100.8669573,22.147365398362737
บริษัท เอ็นซีที ซัพพลาย จำกัด,Waste/Recycling,14.33824,100.86695,21.862812853408258
,Other manufacturing,14.3229976427068,100.8666079885,23.49953939626333
บริษัท เอ เอ เฟอร์นิเจอร์ จำกัด,Other manufacturing,14.318578,100.86325,24.07187011021372
บริษัท ยู.เอฟ.ไอ. จำกัด,Other manufacturing,14.39612,100.78999,20.598122154909028
บริษัท จางเอี้ย โกลฟ เอ็นเตอร์ไพร์ส จำกัด,Other manufacturing,14.39719,100.80223,19.595250754951635
ห้างหุ้นส่วนจำกัด ผดุงศิริพาณิชย์พลาสติก,Other manufacturing,14.40678,100.80433,18.66808959181641
บริษัท บัญชากิจ จำกัด,Cement/Quarry/Stone,14.38852,100.7984,20.58558069829559
บริษัท เอ อี เทคโนโลยี จำกัด,Other manufacturing,14.3705,100.81364,21.1374974707582
บริษัท ดับบลิวเอชเอ ยูทิลิตี้ส์ แอนด์ พาวเวอร์ จำกัด (มหาชน),Other manufacturing,14.392559,100.805647,19.73216930005332
,Other manufacturing,14.41187,100.78271,20.00486671656162
บริษัท เพ็ทพัล โปรดักส์ จำกัด (มหาชน),Other manufacturing,14.4188622,100.7847943,19.342244086819854
บริษัท เดคคอน ไฟเบอร์กลาสอินดัสเตรียล (ประเทศไทย) จำกัด,Other manufacturing,14.42475,100.78089,19.283625928909704
ห้างหุ้นส่วนจำกัด ตระการกิจ ซัพพลาย,Other manufacturing,14.41717,100.77867,19.9786909001974
บริษัท ไทย เกลช อุตสาหกรรม จำกัด,Other manufacturing,14.4109,100.78386,19.9786582519705
บริษัท การเจริญ อินเตอร์เนชั่นแนล จำกัด,Other manufacturing,14.41174,100.80591,18.15773222887977
บริษัท บีเซน จำกัด,Other manufacturing,14.422477,100.779695,19.536453769932887
บริษัท ต้าตง จำกัด,Other manufacturing,14.42032,100.7775,19.868987402435454
บริษัท ไทยเจีย จำกัด,Other manufacturing,14.41863,100.77685,20.03717093480685
บริษัท เอลล์บา บางกอก จำกัด,Power/Energy,14.3903552033258,100.91368515513,15.179622493324905
บริษัท หงส์แดง เซอรามิค จำกัด,Other manufacturing,14.3885424323357,100.930388588,15.329853358961456
บริษัท อายิโนะโมะโต๊ะ (ประเทศไทย) จำกัด,Power/Energy,14.3873697066618,100.913880097456,15.508556740130244
บริษัท สยามซานิทารีแวร์อินดัสทรี จำกัด,Other manufacturing,14.40584,100.9093,13.520101957160984
ห้างหุ้นส่วนจำกัด แพ็คกิ้งวู๊ดส์,Other manufacturing,14.39295,100.94736,15.009096994424192
บริษัท แซง-โกแบ็ง เวเบอร์ จำกัด,Cement/Quarry/Stone,14.40064,100.91786,14.005304442725889
บริษัท รุ่งเรือง เมดิคอล คอมโพเน้นท์ จำกัด,Power/Energy,14.3888497127079,100.91349506862,15.348176758337909
บริษัท อาร์.อาร์.ดี ออโต้โมทีฟ (ประเทศไทย) จำกัด,Other manufacturing,14.3909836026235,100.920342397456,15.063806252113746
บริษัท สหโมเสคอุตสาหกรรม จำกัด (มหาชน),Other manufacturing,14.40168,100.91599,13.904122759701588
บริษัท เอสซีจี เซรามิกส์ จำกัด (มหาชน),Other manufacturing,14.40529,100.91067,13.56191872801012
บริษัท สยามซานิทารีแวร์อินดัสทรี จำกัด,Other manufacturing,14.40579,100.90942,13.523895693801055
บริษัท โรแยล ซีรามิค อุตสาหกรรม จำกัด (มหาชน),Other manufacturing,14.40018,100.91826,14.053717950290912
บริษัท ไดนาสตี้ เซรามิค จำกัด(มหาชน),Other manufacturing,14.40022,100.91835,14.04870310091022
บริษัท ที.ที. เซรามิค จำกัด (มหาชน),Other manufacturing,14.39802,100.93268,14.286728558334742
บริษัท ภัทรา รีแฟรกทอรี จำกัด,Other manufacturing,14.4006,100.92144,13.990779899506393
บริษัท ซิก้า (ประเทศไทย) จำกัด,Cement/Quarry/Stone,14.3902868111689,100.918495897456,15.150589774022077
บริษัท ควอลิตี้ คอนกรีต โปรดักส์ จำกัด,Cement/Quarry/Stone,14.44631,100.89957,9.344639170869277
บริษัท สยามสตีลเกรตติ้งส์ จำกัด,Other manufacturing,14.37235,100.93907,17.18056359373672
บริษัท เน็กซ์ แคน อินโนเวชั่น จำกัด,Power/Energy,14.3891573738125,100.911870097456,15.330531476777487
บริษัท ไทยงามเอ็นจิเนียริ่ง จำกัด,Other manufacturing,14.40218,100.91217,13.886909739633008
-,Other manufacturing,14.39295,100.94736,15.009096994424192
บริษัท สยามสตีลทาวเวอร์ จำกัด,Other manufacturing,14.37233,100.93911,17.18313211721332
นายสมพงษ์ มีไพศาล,Other manufacturing,14.39295,100.94736,15.009096994424192
บริษัท โกลบอล เมทัล พรีซิชั่น จำกัด,Other manufacturing,14.3858491850403,100.947258283,15.78826678376508
ห้างหุ้นส่วนจำกัด ยู.เอส.อี.ไทยไฮดรอลิค,Other manufacturing,14.39224,100.93694,14.957628974696544
บริษัท ปอแก้ววิศวกรรม จำกัด,Cement/Quarry/Stone,14.39224,100.93694,14.957628974696544
บริษัท สยามซานิทารีแวร์อินดัสทรี จำกัด,Power/Energy,14.3962586,100.8535432,16.436896790858192
บริษัท ทรัพย์สมบูรณ์ (999) จำกัด,Waste/Recycling,14.39388,100.94506,14.870798963671048
บริษัท สยาม ฮานะมารูคิ จำกัด,Other manufacturing,14.38961,100.83755,17.943236127175368
บริษัท ก้องเกียรติ เท็กซ์ไทล์ จำกัด,Other manufacturing,14.4097,100.84861,15.418761897791612
บริษัท ก้องเกียรติ เท็กซ์ไทล์ จำกัด,Other manufacturing,14.405025,100.84984,15.789355590183582
บริษัท อติวัลนา ซอกส์ จำกัด,Other manufacturing,14.42542,100.84207,14.411190652960691
บริษัท วี.ซี.ท็อปวู๊ด อินดัสตรี จำกัด,Other manufacturing,14.4112,100.83557,16.087938039018763
บริษัท พี.เอ็น.วาย วู๊ด แอนด์ พาเลท จำกัด,Other manufacturing,14.4140375,100.8044833,18.090139421693063
ห้างหุ้นส่วนจำกัด เอส.ที.ไดมอน,Other manufacturing,14.4140375,100.8044833,18.090139421693063
