date,station,pm25,pm10,aod_047,aod_055,evi,ndvi,temperature,wind_speed_10m,wind_speed_50m,wind_direction,relative_humidity,rainfall,surface_pressure,fire_count,dist_to_nearest_fire_km,month,day_of_week,dist_to_nearest_factory_km,dist_to_risk_factory_km,lat,lon
2016-01-01,24T,,45.0,0.135,0.101,0.2078,0.41540000000000005,25.2,4.18,6.4,67.9,59.04,0.0,101.39,2.0,21.82765843995579,1,4,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-01-01,25T,,51.0,,,0.1811,0.3683,25.2,4.18,6.4,67.9,59.04,0.0,101.39,2.0,32.22133451039241,1,4,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-01-02,24T,,57.0,0.064,0.048,0.2078,0.41540000000000005,25.5,3.2,4.94,53.7,58.66,0.0,101.34,,,1,5,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-01-02,25T,,55.0,0.144,0.107,0.1811,0.3683,25.5,3.2,4.94,53.7,58.66,0.0,101.34,,,1,5,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-01-03,24T,,73.0,0.218,0.1635,0.2078,0.41540000000000005,27.04,1.86,2.94,36.2,52.2,0.0,101.16,,,1,6,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-01-03,25T,,66.0,0.2565,0.1925,0.1811,0.3683,27.04,1.86,2.94,36.2,52.2,0.0,101.16,,,1,6,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-01-04,24T,,129.0,0.2575,0.193,0.2078,0.41540000000000005,28.22,1.23,1.66,347.7,46.2,0.0,101.08,,,1,0,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-01-04,25T,,78.0,0.269,0.202,0.1811,0.3683,28.22,1.23,1.66,347.7,46.2,0.0,101.08,,,1,0,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-01-05,24T,,249.0,0.322,0.2435,0.2078,0.41540000000000005,27.43,1.56,2.11,324.8,49.18,0.0,101.02,2.0,22.28723194449298,1,1,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-01-05,25T,,71.0,0.3395,0.256,0.1811,0.3683,27.43,1.56,2.11,324.8,49.18,0.0,101.02,2.0,30.061247139739002,1,1,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-01-06,24T,,219.0,,,0.2078,0.41540000000000005,27.83,1.04,1.5,21.0,50.94,0.0,101.05,1.0,7.897386909723967,1,2,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-01-06,25T,,70.0,,,0.1811,0.3683,27.83,1.04,1.5,21.0,50.94,0.0,101.05,1.0,25.082258259282128,1,2,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-01-07,24T,,266.0,,,0.2078,0.41540000000000005,29.06,0.54,0.72,63.2,44.82,0.0,101.08,,,1,3,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-01-07,25T,,112.0,,,0.1811,0.3683,29.06,0.54,0.72,63.2,44.82,0.0,101.08,,,1,3,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-01-08,24T,,202.0,,,0.2078,0.41540000000000005,28.36,1.24,1.89,172.6,58.74,0.31,101.01,,,1,4,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-01-08,25T,,134.0,,,0.1811,0.3683,28.36,1.24,1.89,172.6,58.74,0.31,101.01,,,1,4,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-01-09,24T,,115.0,,,0.2078,0.41540000000000005,27.53,3.41,5.35,194.5,69.24,0.48,100.92,,,1,5,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-01-09,25T,,77.0,,,0.1811,0.3683,27.53,3.41,5.35,194.5,69.24,0.48,100.92,,,1,5,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-01-10,24T,,106.0,,,0.2078,0.41540000000000005,26.54,2.32,3.54,265.9,69.78,2.69,100.99,,,1,6,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-01-10,25T,,63.0,,,0.1811,0.3683,26.54,2.32,3.54,265.9,69.78,2.69,100.99,,,1,6,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-01-11,24T,,147.0,,,0.2078,0.41540000000000005,27.32,1.3,1.84,247.0,59.87,0.53,100.98,,,1,0,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-01-11,25T,,70.0,,,0.1811,0.3683,27.32,1.3,1.84,247.0,59.87,0.53,100.98,,,1,0,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-01-12,24T,,190.0,,,0.2078,0.41540000000000005,27.62,1.85,2.81,180.5,62.64,0.16,100.87,1.0,22.92042295680443,1,1,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-01-12,25T,,75.0,,,0.1811,0.3683,27.62,1.85,2.81,180.5,62.64,0.16,100.87,1.0,9.398574707798957,1,1,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-01-13,24T,,190.0,0.551,0.42,0.2078,0.41540000000000005,28.08,2.15,3.4,170.4,61.35,0.0,100.8,2.0,31.02109804469213,1,2,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-01-13,25T,,82.0,0.523,0.396,0.1811,0.3683,28.08,2.15,3.4,170.4,61.35,0.0,100.8,2.0,16.277442375396824,1,2,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-01-14,24T,,164.0,,,0.2078,0.41540000000000005,28.69,2.1,3.45,190.3,66.9,0.0,100.82,,,1,3,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-01-14,25T,,72.0,,,0.1811,0.3683,28.69,2.1,3.45,190.3,66.9,0.0,100.82,,,1,3,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-01-15,24T,,86.0,,,0.2078,0.41540000000000005,28.31,3.27,5.06,203.7,72.51,8.94,100.65,2.0,26.46847082719028,1,4,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-01-15,25T,,52.0,,,0.1811,0.3683,28.31,3.27,5.06,203.7,72.51,8.94,100.65,2.0,44.88249917162054,1,4,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-01-16,24T,,74.0,,,0.2078,0.41540000000000005,28.32,2.98,4.8,214.1,73.3,11.03,100.62,,,1,5,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-01-16,25T,,40.0,,,0.1811,0.3683,28.32,2.98,4.8,214.1,73.3,11.03,100.62,,,1,5,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-01-17,24T,,70.0,0.1745,0.131,0.21200000000000002,0.3622,27.87,2.46,3.97,238.7,68.57,0.7,100.64,,,1,6,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-01-17,25T,,37.0,,,0.21450000000000002,0.3758,27.87,2.46,3.97,238.7,68.57,0.7,100.64,,,1,6,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-01-18,24T,,118.0,,,0.21200000000000002,0.3622,28.57,1.51,2.48,232.6,63.14,0.02,100.61,,,1,0,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-01-18,25T,,42.0,,,0.21450000000000002,0.3758,28.57,1.51,2.48,232.6,63.14,0.02,100.61,,,1,0,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-01-19,24T,,78.0,,,0.21200000000000002,0.3622,28.15,2.47,3.94,184.2,74.65,5.7,100.74,1.0,34.7031158529883,1,1,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-01-19,25T,,43.0,,,0.21450000000000002,0.3758,28.15,2.47,3.94,184.2,74.65,5.7,100.74,1.0,48.577082186495886,1,1,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-01-20,24T,,74.0,,,0.21200000000000002,0.3622,28.71,2.7,4.21,175.8,74.91,2.91,100.91,,,1,2,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-01-20,25T,,40.0,0.384,0.29,0.21450000000000002,0.3758,28.71,2.7,4.21,175.8,74.91,2.91,100.91,,,1,2,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-01-21,24T,,102.0,,,0.21200000000000002,0.3622,28.76,2.41,3.8,183.4,74.72,2.41,100.91,,,1,3,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-01-21,25T,,59.0,,,0.21450000000000002,0.3758,28.76,2.41,3.8,183.4,74.72,2.41,100.91,,,1,3,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-01-22,24T,,99.0,,,0.21200000000000002,0.3622,29.16,2.41,3.96,194.1,70.77,1.02,100.93,1.0,19.524510439743338,1,4,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-01-22,25T,,61.0,,,0.21450000000000002,0.3758,29.16,2.41,3.96,194.1,70.77,1.02,100.93,1.0,10.82673528074511,1,4,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-01-23,24T,,128.0,,,0.21200000000000002,0.3622,28.99,1.98,3.17,159.7,70.5,2.74,101.02,,,1,5,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-01-23,25T,,87.0,,,0.21450000000000002,0.3758,28.99,1.98,3.17,159.7,70.5,2.74,101.02,,,1,5,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-01-24,24T,,76.0,,,0.21200000000000002,0.3622,22.3,6.4,8.32,64.5,56.31,3.48,101.49,,,1,6,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-01-24,25T,,55.0,,,0.21450000000000002,0.3758,22.3,6.4,8.32,64.5,56.31,3.48,101.49,,,1,6,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-01-25,24T,,70.0,,,0.21200000000000002,0.3622,17.43,6.17,7.95,54.3,53.89,0.84,101.76,,,1,0,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-01-25,25T,,40.0,,,0.21450000000000002,0.3758,17.43,6.17,7.95,54.3,53.89,0.84,101.76,,,1,0,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-01-26,24T,,99.0,,,0.21200000000000002,0.3622,19.06,4.25,5.56,35.4,57.09,0.03,101.53,,,1,1,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-01-26,25T,,55.0,,,0.21450000000000002,0.3758,19.06,4.25,5.56,35.4,57.09,0.03,101.53,,,1,1,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-01-27,24T,,103.0,0.459,0.3475,0.21200000000000002,0.3622,22.01,3.15,4.38,31.1,58.77,0.0,101.26,,,1,2,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-01-27,25T,,60.0,0.58,0.443,0.21450000000000002,0.3758,22.01,3.15,4.38,31.1,58.77,0.0,101.26,,,1,2,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-01-28,24T,,152.0,0.381,0.288,0.21200000000000002,0.3622,25.62,2.27,3.14,2.3,57.98,0.0,101.01,,,1,3,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-01-28,25T,,88.0,0.461,0.349,0.21450000000000002,0.3758,25.62,2.27,3.14,2.3,57.98,0.0,101.01,,,1,3,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-01-29,24T,,199.0,0.267,0.2,0.21200000000000002,0.3622,27.78,1.9,3.03,271.1,58.93,0.0,100.96,3.0,38.358244444636235,1,4,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-01-29,25T,,120.0,0.306,0.231,0.21450000000000002,0.3758,27.78,1.9,3.03,271.1,58.93,0.0,100.96,3.0,25.741792250385995,1,4,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-01-30,24T,,221.0,0.871,0.669,0.21200000000000002,0.3622,28.27,2.55,3.99,202.6,65.56,0.02,100.83,,,1,5,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-01-30,25T,,96.0,,,0.21450000000000002,0.3758,28.27,2.55,3.99,202.6,65.56,0.02,100.83,,,1,5,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-01-31,24T,,76.0,,,0.21200000000000002,0.3622,29.35,2.06,3.2,236.9,62.01,0.05,100.81,3.0,42.21752106924495,1,6,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-01-31,25T,,53.0,,,0.21450000000000002,0.3758,29.35,2.06,3.2,236.9,62.01,0.05,100.81,3.0,40.245780743941204,1,6,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-02-01,24T,,149.0,,,0.21200000000000002,0.3622,29.26,1.72,2.82,32.4,57.27,0.0,100.86,3.0,13.025629305277954,2,0,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-02-01,25T,,57.0,,,0.21450000000000002,0.3758,29.26,1.72,2.82,32.4,57.27,0.0,100.86,3.0,29.01441967314464,2,0,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-02-02,24T,,132.0,0.569,0.432,0.2591,0.42510000000000003,25.32,4.71,6.59,73.5,56.79,0.0,101.03,4.0,21.54512977236413,2,1,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-02-02,25T,,72.0,,,0.2278,0.40340000000000004,25.32,4.71,6.59,73.5,56.79,0.0,101.03,4.0,26.331463627017968,2,1,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-02-03,24T,,116.0,0.636,0.485,0.2591,0.42510000000000003,25.66,4.28,6.23,62.9,53.87,0.01,101.01,,,2,2,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-02-03,25T,,81.0,0.641,0.489,0.2278,0.40340000000000004,25.66,4.28,6.23,62.9,53.87,0.01,101.01,,,2,2,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-02-04,24T,,135.0,0.258,0.194,0.2591,0.42510000000000003,27.03,4.08,6.3,62.1,50.71,0.0,100.94,3.0,10.632671576206773,2,3,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-02-04,25T,,96.0,0.34,0.257,0.2278,0.40340000000000004,27.03,4.08,6.3,62.1,50.71,0.0,100.94,3.0,27.936592078600892,2,3,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-02-05,24T,,149.0,0.367,0.2774999999999999,0.2591,0.42510000000000003,27.62,4.65,7.11,65.9,47.22,0.0,100.85,3.0,34.055031077704434,2,4,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-02-05,25T,,88.0,0.3349999999999999,0.253,0.2278,0.40340000000000004,27.62,4.65,7.11,65.9,47.22,0.0,100.85,3.0,29.929154201508528,2,4,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-02-06,24T,,162.0,0.3355,0.253,0.2591,0.42510000000000003,24.45,7.21,9.85,63.0,44.71,0.0,101.1,1.0,21.476131842767906,2,5,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-02-06,25T,,99.0,0.372,0.281,0.2278,0.40340000000000004,24.45,7.21,9.85,63.0,44.71,0.0,101.1,1.0,36.844599433241264,2,5,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-02-07,24T,,180.0,0.385,0.2905,0.2591,0.42510000000000003,21.07,7.02,9.75,55.8,39.48,0.0,101.46,14.0,9.999912728563395,2,6,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-02-07,25T,,112.0,0.443,0.3359999999999999,0.2278,0.40340000000000004,21.07,7.02,9.75,55.8,39.48,0.0,101.46,14.0,8.714855033984257,2,6,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-02-08,24T,,139.0,0.334,0.252,0.2591,0.42510000000000003,19.63,4.7,7.2,57.0,42.13,0.0,101.35,2.0,27.96080759539241,2,0,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-02-08,25T,,96.0,0.474,0.359,0.2278,0.40340000000000004,19.63,4.7,7.2,57.0,42.13,0.0,101.35,2.0,43.86080218512086,2,0,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-02-09,24T,,196.0,0.4465,0.339,0.2591,0.42510000000000003,22.46,3.2,4.9,55.4,42.37,0.0,101.13,9.0,21.0326326092895,2,1,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-02-09,25T,,118.0,0.835,0.642,0.2278,0.40340000000000004,22.46,3.2,4.9,55.4,42.37,0.0,101.13,9.0,17.94774861271315,2,1,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-02-10,24T,,225.0,0.295,0.222,0.2591,0.42510000000000003,24.72,2.49,4.01,148.3,42.71,0.0,100.94,2.0,38.340555602105205,2,2,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-02-10,25T,,120.0,0.271,0.204,0.2278,0.40340000000000004,24.72,2.49,4.01,148.3,42.71,0.0,100.94,2.0,48.97690924819384,2,2,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-02-11,24T,,201.0,,,0.2591,0.42510000000000003,25.96,2.13,3.37,214.1,56.37,0.0,100.84,,,2,3,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-02-11,25T,,105.0,,,0.2278,0.40340000000000004,25.96,2.13,3.37,214.1,56.37,0.0,100.84,,,2,3,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-02-12,24T,,161.0,,,0.2591,0.42510000000000003,28.27,2.64,4.19,220.9,60.5,0.0,100.8,,,2,4,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-02-12,25T,,75.0,0.429,0.325,0.2278,0.40340000000000004,28.27,2.64,4.19,220.9,60.5,0.0,100.8,,,2,4,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-02-13,24T,,167.0,,,0.2591,0.42510000000000003,29.78,1.8,2.81,225.6,58.59,0.0,100.81,3.0,20.85531717591525,2,5,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-02-13,25T,,80.0,0.405,0.307,0.2278,0.40340000000000004,29.78,1.8,2.81,225.6,58.59,0.0,100.81,3.0,26.948104351307858,2,5,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-02-14,24T,,107.0,0.449,0.34,0.2591,0.42510000000000003,30.28,1.5,2.49,207.0,58.28,0.0,100.83,,,2,6,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-02-14,25T,,90.0,,,0.2278,0.40340000000000004,30.28,1.5,2.49,207.0,58.28,0.0,100.83,,,2,6,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-02-15,24T,,114.0,0.5760000000000001,0.439,0.2591,0.42510000000000003,30.37,2.04,3.38,99.4,57.36,0.0,100.95,2.0,61.5744653012526,2,0,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-02-15,25T,,93.0,0.7065,0.5415,0.2278,0.40340000000000004,30.37,2.04,3.38,99.4,57.36,0.0,100.95,2.0,55.4193321207366,2,0,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-02-16,24T,,191.0,,,0.2591,0.42510000000000003,28.25,3.02,4.4,87.1,47.61,0.01,101.13,1.0,39.619094022712325,2,1,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-02-16,25T,,100.0,,,0.2278,0.40340000000000004,28.25,3.02,4.4,87.1,47.61,0.01,101.13,1.0,33.26454276756397,2,1,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-02-17,24T,,197.0,,,0.2591,0.42510000000000003,28.99,3.02,4.7,86.8,49.86,0.0,101.1,1.0,16.915652271868446,2,2,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-02-17,25T,,78.0,0.728,0.555,0.2278,0.40340000000000004,28.99,3.02,4.7,86.8,49.86,0.0,101.1,1.0,35.06555357379378,2,2,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-02-18,24T,,204.0,,,0.2763,0.4767,28.89,3.03,4.46,108.7,45.75,0.0,101.0,6.0,39.71632455811724,2,3,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-02-18,25T,,115.0,,,0.21610000000000001,0.3541,28.89,3.03,4.46,108.7,45.75,0.0,101.0,6.0,46.95898981331164,2,3,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-02-19,24T,,203.0,,,0.2763,0.4767,29.36,2.13,3.29,188.9,56.57,0.0,101.0,,,2,4,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-02-19,25T,,106.0,,,0.21610000000000001,0.3541,29.36,2.13,3.29,188.9,56.57,0.0,101.0,,,2,4,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-02-20,24T,,118.0,,,0.2763,0.4767,29.95,2.79,4.23,153.0,60.31,0.0,101.04,1.0,23.06281197179713,2,5,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-02-20,25T,,88.0,,,0.21610000000000001,0.3541,29.95,2.79,4.23,153.0,60.31,0.0,101.04,1.0,40.50254259987493,2,5,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-02-21,24T,,121.0,,,0.2763,0.4767,29.35,3.53,5.01,152.3,52.61,0.0,101.07,,,2,6,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-02-21,25T,,96.0,,,0.21610000000000001,0.3541,29.35,3.53,5.01,152.3,52.61,0.0,101.07,,,2,6,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-02-22,24T,,98.0,,,0.2763,0.4767,29.98,3.03,4.39,188.1,60.4,0.0,101.12,,,2,0,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-02-22,25T,,79.0,,,0.21610000000000001,0.3541,29.98,3.03,4.39,188.1,60.4,0.0,101.12,,,2,0,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-02-23,24T,,81.0,,,0.2763,0.4767,30.45,2.54,3.72,181.1,57.93,0.0,100.98,,,2,1,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-02-23,25T,,85.0,,,0.21610000000000001,0.3541,30.45,2.54,3.72,181.1,57.93,0.0,100.98,,,2,1,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-02-24,24T,,,,,0.2763,0.4767,31.06,3.88,5.42,100.4,51.82,0.01,101.04,,,2,2,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-02-24,25T,,95.0,,,0.21610000000000001,0.3541,31.06,3.88,5.42,100.4,51.82,0.01,101.04,,,2,2,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-02-25,24T,,,0.226,0.17,0.2763,0.4767,28.0,5.71,7.78,74.9,40.35,0.0,101.31,14.0,25.174853915602974,2,3,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-02-25,25T,,91.0,,,0.21610000000000001,0.3541,28.0,5.71,7.78,74.9,40.35,0.0,101.31,14.0,22.756400494203856,2,3,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-02-26,24T,,,,,0.2763,0.4767,27.18,5.73,7.8,65.1,41.52,0.0,101.36,,,2,4,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-02-26,25T,,77.0,,,0.21610000000000001,0.3541,27.18,5.73,7.8,65.1,41.52,0.0,101.36,,,2,4,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-02-27,24T,,110.0,0.18,0.135,0.2763,0.4767,27.06,4.83,6.86,59.3,40.8,0.0,101.33,14.0,20.151585502766377,2,5,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-02-27,25T,,92.0,,,0.21610000000000001,0.3541,27.06,4.83,6.86,59.3,40.8,0.0,101.33,14.0,13.324853332470575,2,5,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-02-28,24T,,114.0,0.397,0.3,0.2763,0.4767,28.49,3.92,5.98,55.6,39.33,0.0,101.29,,,2,6,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-02-28,25T,,83.0,0.48,0.3645,0.21610000000000001,0.3541,28.49,3.92,5.98,55.6,39.33,0.0,101.29,,,2,6,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-02-29,24T,,114.0,,,0.2763,0.4767,28.61,4.75,7.07,64.0,38.24,0.0,101.25,6.0,30.920508460411483,2,0,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-02-29,25T,,92.0,,,0.21610000000000001,0.3541,28.61,4.75,7.07,64.0,38.24,0.0,101.25,6.0,19.477951102601914,2,0,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-03-01,24T,,117.0,0.138,0.103,0.2763,0.4767,28.17,4.56,6.83,59.7,29.3,0.0,101.13,12.0,14.313275167392957,3,1,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-03-01,25T,,94.0,0.2695,0.2025,0.21610000000000001,0.3541,28.17,4.56,6.83,59.7,29.3,0.0,101.13,12.0,28.154182022597116,3,1,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-03-02,24T,,131.0,0.3735,0.282,0.2763,0.4767,28.53,3.5,5.76,65.0,32.9,0.0,101.1,15.0,35.35191833276992,3,2,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-03-02,25T,,134.0,0.5465,0.4175,0.21610000000000001,0.3541,28.53,3.5,5.76,65.0,32.9,0.0,101.1,15.0,27.01500965028265,3,2,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-03-03,24T,,180.0,0.385,0.29,0.2763,0.4767,29.61,2.4,3.94,71.8,34.6,0.0,101.02,12.0,22.076895751920805,3,3,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-03-03,25T,,148.0,1.085,0.842,0.21610000000000001,0.3541,29.61,2.4,3.94,71.8,34.6,0.0,101.02,12.0,20.82128375665931,3,3,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-03-04,24T,,145.0,0.758,0.583,0.2763,0.4767,30.17,2.37,3.65,182.8,52.4,0.0,100.84,1.0,11.798910477193939,3,4,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-03-04,25T,,134.0,0.6970000000000001,0.532,0.21610000000000001,0.3541,30.17,2.37,3.65,182.8,52.4,0.0,100.84,1.0,14.269618555876887,3,4,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-03-05,24T,,71.0,,,0.22790000000000002,0.4111,30.64,3.6,4.85,181.1,59.95,0.0,100.78,3.0,18.277913415999887,3,5,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-03-05,25T,,79.0,,,0.22740000000000002,0.3748,30.64,3.6,4.85,181.1,59.95,0.0,100.78,3.0,36.49933110867658,3,5,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-03-06,24T,,64.0,,,0.22790000000000002,0.4111,31.37,3.51,4.76,186.1,57.98,0.01,100.78,,,3,6,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-03-06,25T,,77.0,,,0.22740000000000002,0.3748,31.37,3.51,4.76,186.1,57.98,0.01,100.78,,,3,6,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-03-07,24T,,69.0,0.457,0.346,0.22790000000000002,0.4111,31.61,3.66,4.88,194.3,55.38,0.0,100.69,5.0,26.80976166065762,3,0,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-03-07,25T,,71.0,0.464,0.351,0.22740000000000002,0.3748,31.61,3.66,4.88,194.3,55.38,0.0,100.69,5.0,19.479427243620904,3,0,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-03-08,24T,,60.0,1.226,0.952,0.22790000000000002,0.4111,32.11,3.61,4.77,196.2,54.52,0.0,100.57,,,3,1,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-03-08,25T,,78.0,,,0.22740000000000002,0.3748,32.11,3.61,4.77,196.2,54.52,0.0,100.57,,,3,1,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-03-09,24T,,63.0,0.504,0.382,0.22790000000000002,0.4111,32.46,3.02,4.23,188.2,51.94,0.0,100.55,2.0,27.20456493050192,3,2,0.89844147982966,0.89844147982966,14.685833,100.871996
2016-03-09,25T,,74.0,0.628,0.479,0.22740000000000002,0.3748,32.46,3.02,4.23,188.2,51.94,0.0,100.55,2.0,28.636018636334576,3,2,2.2477409380213764,2.2477409380213764,14.526343,100.926047
2016-03-10,24T,,82.0,1.031,0.801,0.22790000000000002,0.4111,32.4,2.68,3.99,191.3,48.79,0.0,100.68,2.0,11.547258452132285,3,3,0.89844147982966,0.89844147982966,14.685833,100.871996
